Start time: 7/19/2021 12:00:00 AM: 7/19/2021 3:54:59 PM
ObjectTask_100x100y_200space
gun, gun - () 56.42587 seconds
1
mug, mug - () 35.93442 seconds
1
stop sign, stop sign - () 40.67661 seconds
1
apple, stop sign - () 78.51425 seconds
0
ObjectTask_31x19y_1
mug, mug - () 90.57092 seconds
1
banana, mug - () 21.6485 seconds
0
car, car - () 56.9361 seconds
1
apple, stop sign - () 88.20776 seconds
0
ObjectTask_16x10y_8
stop sign, hand - () 55.85608 seconds
0
apple, hand - () 21.98822 seconds
0
spoon, hand - () 157.6168 seconds
0
gun, foot - () 58.0592 seconds
0
ObjectTask_16x10y_3
clock,  - () 129.2996 seconds
0
gun, foot - () 88.92688 seconds
0
apple, soccer ball - () 33.41589 seconds
0
laptop, light - () 138.7693 seconds
0
ObjectTask_50x50y_2
pear, pear - () 53.42432 seconds
1
fork, chain - () 106.7212 seconds
0
mug, mug - () 33.5835 seconds
1
sandwich, glass - () 98.39111 seconds
0
ObjectTask_31x19y_7
apple, flower - () 131.8433 seconds
0
gun, wood - () 86.08838 seconds
0
banana, hair - () 65.2063 seconds
0
tea cup, face - () 111.3342 seconds
0
ObjectTask_10x6y_2
gun, light - () 130.7935 seconds
0
clock, light - () 272.4395 seconds
0
sandwich, gun - () 94.04785 seconds
0
hammer, light - () 58.1687 seconds
0
ObjectTask_31x19y_5
knife, staff - () 91.95264 seconds
0
chair, hand - () 46.98291 seconds
0
clock, face - () 61.35327 seconds
0
table, table - () 51.49414 seconds
1
ObjectTask_16x10y_1
sandwich, stop sign - () 87.09302 seconds
0
stop sign, stop sign - () 56.1272 seconds
1
clock, clock - () 52.88794 seconds
1
hammer, hammer - () 24.32861 seconds
1
ObjectTask_31x19y_2
table, table - () 36.56567 seconds
1
gun, gun - () 34.74438 seconds
1
chair, chair - () 34.90356 seconds
1
teapot, light - () 82.26465 seconds
0
ObjectTask_10x6y_8
teapot, light - () 33.50122 seconds
0
mug, light - () 35.22388 seconds
0
guitar, light - () 53.95239 seconds
0
clock, hand - () 95.84766 seconds
0
ObjectTask_10x6y_7
hammer, light - () 66.42993 seconds
0
teapot, light - () 50.72803 seconds
0
pear, light - () -1293.722 seconds
0
knife, light - () 86.65381 seconds
0
ObjectTask_50x50y_1
clock, clock - () 46.26514 seconds
1
sandwich, face - () 48.89551 seconds
0
tea cup, mub - () 47.7749 seconds
0
pear, pear - () 28.45654 seconds
1
ObjectTask_10x6y_3
teapot, light - () 62.40723 seconds
0
sandwich, soccer ball - () 46.35889 seconds
0
table, light - () 58.17627 seconds
0
chair, light - () 22.08887 seconds
0
ObjectTask_50x50y_5
Start time: 7/19/2021 12:00:00 AM: 7/19/2021 5:30:49 PM
ObjectTask_100x100y
hammer, hammer - () 65.50615 seconds
1
spoon, chain - () 57.43793 seconds
0
tea cup, mug - () 50.02521 seconds
0
knife, guitar - () 72.48474 seconds
0
ObjectTask_31x19y_3
